,index,tconst,titleType,primaryName,originalName,isAdult,yearOfRelease,Duration,genres,averageRating,numVotes
2513,1063499,tt7826048,tvEpisode,Deflectors,Deflectors,False,2019,49,"Adventure,Comedy,Drama",7.7,2205
2514,1063498,tt7826042,tvEpisode,A Happy Refrain,A Happy Refrain,False,2019,49,"Adventure,Comedy,Drama",8.3,2832
2515,1063495,tt7826032,tvEpisode,Nothing Left on Earth Excepting Fishes,Nothing Left on Earth Excepting Fishes,False,2019,48,"Adventure,Comedy,Drama",8.4,2587
2516,1063494,tt7826030,tvEpisode,Home,Home,False,2019,49,"Adventure,Comedy,Drama",8.3,2736
2517,1063493,tt7826028,tvEpisode,Primal Urges,Primal Urges,False,2019,49,"Adventure,Comedy,Drama",6.6,2945
2518,1063497,tt7826036,tvEpisode,All the World Is Birthday Cake,All the World Is Birthday Cake,False,2019,48,"Adventure,Comedy,Drama",7.5,2321
2519,1126691,tt9567922,tvEpisode,210 Words Per Minute,210 Words Per Minute,False,2019,49,"Drama,Horror,Sci-Fi",6.8,1467
2520,1126689,tt9567906,tvEpisode,Is Anybody Out There?,Is Anybody Out There?,False,2019,44,"Drama,Horror,Sci-Fi",7.7,1543
2521,1126687,tt9567894,tvEpisode,Still Standing,Still Standing,False,2019,44,"Drama,Horror,Sci-Fi",7.0,1432
2522,1120659,tt9348172,tvEpisode,The Blood of Sanctum,The Blood of Sanctum,False,2019,42,"Drama,Mystery,Sci-Fi",8.3,1815
2523,1126685,tt9567838,tvEpisode,Skidmark,Skidmark,False,2019,45,"Drama,Horror,Sci-Fi",7.7,1536
2524,1130406,tt9695694,tvEpisode,Chapter Fifty-Eight: In Memoriam,Chapter Fifty-Eight: In Memoriam,False,2019,42,"Crime,Drama,Mystery",9.3,2298
2525,1063481,tt7825778,tvEpisode,Just Desserts,Just Desserts,False,2019,56,"Comedy,Crime,Drama",7.9,1112
2526,1126683,tt9567792,tvEpisode,The Hurt That Will Happen,The Hurt That Will Happen,False,2019,41,"Drama,Horror,Sci-Fi",7.4,1611
2527,1126684,tt9567818,tvEpisode,Humbug's Gulch,Humbug's Gulch,False,2019,43,"Drama,Horror,Sci-Fi",7.7,1613
2528,1063502,tt7826078,tvEpisode,Identity: Part II,Identity: Part II,False,2019,48,"Adventure,Comedy,Drama",9.2,2970
2529,1103113,tt8884332,tvEpisode,The Power of No,The Power of No,False,2019,33,"Action,Comedy,Crime",8.0,1805
2530,1130398,tt9695556,tvEpisode,Event Horizon,Event Horizon,False,2019,42,"Action,Adventure,Drama",7.5,1426
2531,1059937,tt7738048,movie,Jo Pil-ho: The Dawning Rage,Akjilkyungchal,False,2019,127,"Action,Crime,Drama",6.3,1475
2532,1126677,tt9567548,movie,Horror Noire: A History of Black Horror,Horror Noire: A History of Black Horror,False,2019,83,Documentary,7.6,1302
2533,1130396,tt9695550,tvEpisode,Starling City,Starling City,False,2019,42,"Action,Adventure,Crime",9.2,2547
2534,1126680,tt9567748,tvEpisode,The End of Everything,The End of Everything,False,2019,46,"Drama,Horror,Sci-Fi",7.1,1642
2535,1063505,tt7826096,tvEpisode,Lasting Impressions,Lasting Impressions,False,2019,49,"Adventure,Comedy,Drama",9.0,3078
2536,1130395,tt9695548,tvEpisode,Back and to the Future,Back and to the Future,False,2019,41,"Drama,Fantasy,Horror",8.3,2447
2537,1126682,tt9567778,tvEpisode,The Little Prince,The Little Prince,False,2019,43,"Drama,Horror,Sci-Fi",6.7,1448
2538,1063503,tt7826088,tvEpisode,Blood of Patriots,Blood of Patriots,False,2019,48,"Adventure,Comedy,Drama",8.0,1844
2539,1082150,tt8300034,tvMovie,"Dirty John, The Dirty Truth",Dirty John: The Dirty Truth,False,2019,88,"Crime,Documentary",6.1,1755
2540,1063512,tt7826128,tvEpisode,The Road Not Taken,The Road Not Taken,False,2019,48,"Adventure,Comedy,Drama",8.7,1749
2541,1063509,tt7826116,tvEpisode,"Tomorrow, and Tomorrow, and Tomorrow","Tomorrow, and Tomorrow, and Tomorrow",False,2019,48,"Adventure,Comedy,Drama",8.4,1704
2542,1063508,tt7826110,tvEpisode,Sanctuary,Sanctuary,False,2019,46,"Adventure,Comedy,Drama",8.3,1974
2543,1130397,tt9695554,tvEpisode,Into the Void,Into the Void,False,2019,42,"Action,Adventure,Drama",7.7,1998
2544,1082131,tt8299768,movie,Blow the Man Down,Blow the Man Down,False,2019,91,"Comedy,Drama,Mystery",6.4,8095
2545,1103054,tt8883538,tvEpisode,Red Sun Rising,Red Sun Rising,False,2019,42,"Drama,Mystery,Sci-Fi",8.7,2558
2546,1103467,tt8892900,movie,The Miracle 2: Love,Mucize 2: Ask,False,2019,129,Drama,7.1,1498
2547,1120612,tt9347498,tvEpisode,Take a Right,Take a Right,False,2019,31,"Action,Comedy,Drama",8.9,2770
2548,1120654,tt9348158,tvEpisode,The Old Man and the Anomaly,The Old Man and the Anomaly,False,2019,41,"Drama,Mystery,Sci-Fi",8.4,1804
2549,1132701,tt9783778,movie,Adventures of Aladdin,Adventures of Aladdin,False,2019,87,"Adventure,Family,Fantasy",1.8,1125
2550,1082128,tt8299654,movie,At the Heart of Gold: Inside the USA Gymnastics Scandal,At the Heart of Gold: Inside the USA Gymnastics Scandal,False,2019,88,"Crime,Documentary,Sport",8.1,2319
2551,1120656,tt9348164,tvEpisode,Matryoshka,Matryoshka,False,2019,42,"Drama,Mystery,Sci-Fi",8.6,1862
2552,1120655,tt9348162,tvEpisode,What You Take with You,What You Take with You,False,2019,42,"Drama,Mystery,Sci-Fi",8.5,1805
2553,1126570,tt9562694,movie,Alien Warfare,Alien Warfare,False,2019,88,"Action,Sci-Fi",2.6,2988
2554,1120657,tt9348166,tvEpisode,Ashes to Ashes,Ashes to Ashes,False,2019,42,"Drama,Mystery,Sci-Fi",8.5,1638
2555,1103369,tt8890392,tvEpisode,berkman > block,berkman > block,False,2019,35,"Action,Comedy,Crime",9.4,2435
2556,1120658,tt9348168,tvEpisode,Adjustment Protocol,Adjustment Protocol,False,2019,42,"Drama,Mystery,Sci-Fi",8.8,1781
2557,1063424,tt7825208,movie,Marighella,Marighella,False,2019,155,"Action,Drama,History",3.1,42903
2558,1059927,tt7737734,movie,The Other Lamb,The Other Lamb,False,2019,96,"Drama,Horror",5.2,3408
2559,1104281,tt8914492,movie,Game Over,Game Over,False,2019,102,"Drama,Mystery,Thriller",7.1,6246
2560,1102760,tt8875342,tvEpisode,Run,Run,False,2019,45,"Adventure,Drama,Family",8.0,1414
2561,1078845,tt8212958,movie,Fire Will Come,O que arde,False,2019,86,"Crime,Drama",6.8,2432
2562,1102759,tt8875336,tvEpisode,Scarecrow,Scarecrow,False,2019,47,"Adventure,Drama,Family",7.8,1330
2563,1110956,tt9075656,tvEpisode,Treehouse,Treehouse,False,2019,84,"Drama,Fantasy,Horror",4.8,1827
2564,1060801,tt7759362,movie,Comrade Drakulich,Drakulics elvtárs,False,2019,95,"Comedy,Fantasy,Mystery",6.6,2042
2565,1114568,tt9165332,movie,Chitralahari,Chitralahari,False,2019,131,"Drama,Romance",7.1,1748
2566,1076484,tt8152324,movie,Wolf,Wolf,False,2019,85,Drama,4.9,1604
2567,1110885,tt9074574,movie,Dogs Don't Wear Pants,Koirat eivät käytä housuja,False,2019,105,"Drama,Romance",6.9,3791
2568,1081689,tt8289076,tvEpisode,Nina Azarova,Nina Azarova,False,2019,52,"Drama,Fantasy,Mystery",8.8,1746
2569,1127102,tt9583206,tvEpisode,150146,150146,False,2019,23,"Adventure,Animation,Drama",9.8,3342
2570,1120477,tt9343754,movie,Eeb Allay Ooo!,Eeb Allay Ooo!,False,2019,98,"Comedy,Drama",7.4,1030
2571,1081850,tt8291806,movie,Pain and Glory,Dolor y gloria,False,2019,113,Drama,7.5,50410
2572,1076781,tt8160262,movie,El Hijo,El Hijo,False,2019,92,"Drama,Mystery,Thriller",5.4,3125
2573,1118857,tt9288776,movie,White Snake,Bai She: Yuan Qi,False,2019,99,"Action,Adventure,Animation",7.0,2734
2574,1059003,tt7715070,movie,Horrible Histories: The Movie - Rotten Romans,Horrible Histories: The Movie - Rotten Romans,False,2019,92,"Comedy,Family,History",5.2,2201
2575,1076801,tt8160864,movie,Chase,Chase,False,2019,84,Thriller,5.4,3688
2576,1056113,tt7653254,movie,Marriage Story,Marriage Story,False,2019,137,"Comedy,Drama,Romance",7.9,253950
2577,1135686,tt9892204,tvEpisode,Weekend Box Office: March 8 to 10,Weekend Box Office: March 8 to 10,False,2019,1,"News,Short",7.4,1420
2578,1103941,tt8908002,movie,Luka Chuppi,Luka Chuppi,False,2019,126,"Comedy,Romance",6.3,8483
2579,1126953,tt9577852,movie,Rolling Thunder Revue,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,False,2019,142,"Biography,Documentary,History",7.6,5572
2580,1126431,tt9556304,tvEpisode,Pulpo,Pulpo,False,2019,30,"Action,Comedy,Drama",8.8,2575
2581,212864,tt0385887,movie,Motherless Brooklyn,Motherless Brooklyn,False,2019,144,"Crime,Drama,Mystery",6.8,45699
2582,1127052,tt9581076,movie,"So Long, My Son",Di jiu tianchang,False,2019,185,Drama,7.7,3242
2583,1119610,tt9313522,tvEpisode,Precipice,Precipice,False,2019,39,"Adventure,Drama,Family",7.8,1483
2584,1059876,tt7736478,movie,The Traitor,Il traditore,False,2019,153,"Biography,Crime,Drama",7.1,8839
2585,1063118,tt7818580,movie,While at War,Mientras dure la guerra,False,2019,107,"Action,Adventure,Drama",6.9,5210
2586,1126453,tt9556756,tvMovie,Winter Love Story,Winter Love Story,False,2019,84,Romance,7.0,1252
2587,1081829,tt8291224,movie,Uri: The Surgical Strike,Uri: The Surgical Strike,False,2019,138,"Action,Drama,War",8.2,44094
2588,1126450,tt9556730,tvMovie,A Winter Princess,A Winter Princess,False,2019,82,Romance,6.5,1163
2589,1104152,tt8912072,tvEpisode,A Secret Which I Desired to Divine,A Secret Which I Desired to Divine,False,2019,44,"Drama,Family",9.2,1528
2590,1126452,tt9556748,tvEpisode,Return of the Hero,Return of the Hero,False,2019,23,"Action,Animation,Comedy",8.1,1606
2591,1132931,tt9789686,movie,The Blonde One,Un rubio,False,2019,108,"Drama,Romance",7.4,2303
2592,1078054,tt8195518,movie,Cuck,Cuck,False,2019,115,"Crime,Drama,Thriller",4.1,2693
2593,1136289,tt9913050,tvEpisode,"The Boar Bares Its Fangs, Zenitsu Sleeps","The Boar Bares Its Fangs, Zenitsu Sleeps",False,2019,23,"Action,Animation,Fantasy",8.3,1037
2594,1136286,tt9913040,tvEpisode,Tsuzumi Mansion,Tsuzumi Mansion,False,2019,24,"Action,Animation,Fantasy",7.7,1098
2595,1136279,tt9913018,tvEpisode,Final Selection,Final Selection,False,2019,24,"Action,Animation,Fantasy",9.0,1295
2596,1128936,tt9646240,movie,The Man Without Gravity,L'uomo senza gravità,False,2019,107,"Comedy,Drama,Fantasy",6.3,2089
2597,1136285,tt9913038,tvEpisode,Together Forever,Together Forever,False,2019,24,"Action,Animation,Fantasy",8.7,1065
2598,1136284,tt9913036,tvEpisode,Temari Demon and Arrow Demon,Temari Demon and Arrow Demon,False,2019,23,"Action,Animation,Fantasy",8.7,1069
2599,1136283,tt9913032,tvEpisode,The Smell of Enchanting Blood,The Smell of Enchanting Blood,False,2019,24,"Action,Animation,Fantasy",8.7,1115
2600,1108342,tt9024106,movie,Unplanned,Unplanned,False,2019,109,"Biography,Drama",5.8,12780
2601,1136282,tt9913030,tvEpisode,Muzan Kibutsuji,Muzan Kibutsuji,False,2019,23,"Action,Animation,Fantasy",9.0,1204
2602,1136281,tt9913028,tvEpisode,Swordsman Accompanying a Demon,Swordsman Accompanying a Demon,False,2019,23,"Action,Animation,Fantasy",8.3,1085
2603,1136280,tt9913022,tvEpisode,My Own Steel,My Own Steel,False,2019,23,"Action,Animation,Fantasy",8.4,1102
2604,1078012,tt8193790,movie,Deerskin,Le daim,False,2019,77,"Comedy,Horror",6.7,6710
2605,1109732,tt9052870,movie,Chhichhore,Chhichhore,False,2019,143,"Comedy,Drama",8.2,34949
2606,1112930,tt9121538,tvEpisode,Chapter 5: The Gunslinger,Chapter 5: The Gunslinger,False,2019,35,"Action,Adventure,Sci-Fi",7.6,19835
2607,1112929,tt9121536,tvEpisode,Chapter 4: Sanctuary,Chapter 4: Sanctuary,False,2019,41,"Action,Adventure,Sci-Fi",7.8,22666
2608,1112928,tt9121534,tvEpisode,Chapter 3: The Sin,Chapter 3: The Sin,False,2019,37,"Action,Adventure,Sci-Fi",9.1,24363
2609,1112927,tt9121530,tvEpisode,Chapter 2: The Child,Chapter 2: The Child,False,2019,31,"Action,Adventure,Sci-Fi",8.6,24406
2610,1112931,tt9121542,tvEpisode,Chapter 6: The Prisoner,Chapter 6: The Prisoner,False,2019,43,"Action,Adventure,Sci-Fi",8.3,20781
2611,1112932,tt9121544,tvEpisode,Chapter 7: The Reckoning,Chapter 7: The Reckoning,False,2019,41,"Action,Adventure,Sci-Fi",9.1,19931
2612,1112935,tt9121554,tvEpisode,A Traveler,A Traveler,False,2019,51,"Drama,Fantasy,Horror",5.7,2727
2613,1061139,tt7766886,movie,The Girl with a Bracelet,La fille au bracelet,False,2019,95,"Crime,Drama",6.5,1029
2614,1112933,tt9121546,tvEpisode,Chapter 8: Redemption,Chapter 8: Redemption,False,2019,48,"Action,Adventure,Sci-Fi",9.3,21765
2615,1112934,tt9121550,tvEpisode,"Nightmare at 30,000 Feet","Nightmare at 30,000 Feet",False,2019,37,"Drama,Fantasy,Horror",6.9,4108
2616,1059424,tt7725482,tvEpisode,What Have They Done?,What Have They Done?,False,2019,45,"Crime,Drama,Mystery",8.2,4129
2617,1128992,tt9647768,movie,The Wild Goose Lake,Nanfang chezhan de juhui,False,2019,113,"Crime,Drama",6.8,5410
2618,1080140,tt8246392,movie,Get In,Furie,False,2019,97,"Drama,Horror,Thriller",5.6,2164
2619,1129021,tt9648886,movie,Arab Blues,Un divan à Tunis,False,2019,88,"Comedy,Drama",6.1,1747
2620,1119433,tt9308460,tvEpisode,School Spirit,School Spirit,False,2019,80,"Drama,Fantasy,Horror",5.8,1164
2621,1136278,tt9913014,tvEpisode,Sabito and Makomo,Sabito and Makomo,False,2019,23,"Action,Animation,Fantasy",8.5,1218
2622,1059434,tt7725626,movie,Viswasam,Viswasam,False,2019,153,"Action,Drama",6.6,6925
2623,1136277,tt9913012,tvEpisode,Trainer Sakonji Urokodaki,Trainer Sakonji Urokodaki,False,2019,23,"Action,Animation,Fantasy",8.2,1231
2624,1119434,tt9308464,tvEpisode,Pure,Pure,False,2019,86,"Drama,Fantasy,Horror",5.9,1293
2625,1108439,tt9026524,movie,Bliss,Bliss,False,2019,80,"Drama,Horror,Mystery",5.9,3762
2626,1119432,tt9308458,tvEpisode,Culture Shock,Culture Shock,False,2019,91,"Drama,Fantasy,Horror",5.8,1261
2627,1119431,tt9308456,tvEpisode,They Come Knocking,They Come Knocking,False,2019,81,"Drama,Fantasy,Horror",5.8,1749
2628,1059425,tt7725484,tvEpisode,Tell-Tale Hearts,Tell-Tale Hearts,False,2019,55,"Crime,Drama,Mystery",8.8,3832
2629,1108432,tt9026184,movie,Girl on the Third Floor,Girl on the Third Floor,False,2019,93,"Drama,Horror,Mystery",4.6,7998
2630,1132837,tt9788442,tvEpisode,Thunder Away,Thunder Away,False,2019,45,"Comedy,Drama",9.3,1137
2631,1059428,tt7725492,tvEpisode,Kill Me,Kill Me,False,2019,45,"Crime,Drama,Mystery",8.2,2770
2632,1059427,tt7725488,tvEpisode,She Knows,She Knows,False,2019,46,"Crime,Drama,Mystery",8.2,2828
2633,1059426,tt7725486,tvEpisode,The End of the World,The End of the World,False,2019,44,"Crime,Drama,Mystery",8.1,2986
2634,1077791,tt8188610,movie,F2: Fun and Frustration,F2: Fun and Frustration,False,2019,148,Comedy,6.2,2106
2635,1112401,tt9106672,movie,When Hitler Stole Pink Rabbit,Als Hitler das rosa Kaninchen stahl,False,2019,119,"Drama,Family,History",7.1,1439
2636,1128598,tt9632590,movie,An Easy Girl,Une fille facile,False,2019,92,"Comedy,Drama",5.6,4081
2637,1130691,tt9704376,tvEpisode,The Grand Tour Presents: Seamen,The Grand Tour Presents: Seamen,False,2019,91,"Comedy,Talk-Show",8.7,2889
2638,1108018,tt9015306,movie,ZZ Top: That Little Ol' Band from Texas,ZZ Top: That Little Ol' Band from Texas,False,2019,91,"Biography,Documentary,Music",7.5,1268
2639,1107985,tt9015188,movie,Bumperkleef,Bumperkleef,False,2019,86,"Horror,Thriller",5.8,2097
2640,1112407,tt9106932,tvEpisode,"If You Don't Like My Story, Write Your Own","If You Don't Like My Story, Write Your Own",False,2019,52,"Action,Drama,Mystery",8.0,5741
2641,1107769,tt9010522,movie,Ravening,Aamis,False,2019,107,"Drama,Fantasy,Horror",8.0,1877
2642,1080304,tt8250840,tvEpisode,The Calm Before,The Calm Before,False,2019,57,"Drama,Horror,Thriller",9.4,10034
2643,1079877,tt8240250,movie,Out of Tune,De frivillige,False,2019,89,"Comedy,Drama",5.9,1065
2644,1108172,tt9018916,movie,The Battle of Jangsari,Jangsa-ri 9.15,False,2019,104,"Action,Drama,War",6.2,1074
2645,1080299,tt8250828,tvEpisode,Omega,Omega,False,2019,47,"Drama,Horror,Thriller",8.0,5280
2646,1080298,tt8250826,tvEpisode,Adaptation,Adaptation,False,2019,51,"Drama,Horror,Thriller",8.0,5230
2647,1109738,tt9052960,movie,Laal Kaptaan,Laal Kaptaan,False,2019,155,"Action,Adventure,Drama",7.3,3924
2648,1080303,tt8250838,tvEpisode,Scars,Scars,False,2019,45,"Drama,Horror,Thriller",8.1,5569
2649,1080302,tt8250834,tvEpisode,Chokepoint,Chokepoint,False,2019,41,"Drama,Horror,Thriller",8.4,5289
2650,1135980,tt9900782,movie,Kaithi,Kaithi,False,2019,145,"Action,Thriller",8.4,13143
2651,1080301,tt8250832,tvEpisode,Guardians,Guardians,False,2019,44,"Drama,Horror,Thriller",7.9,4933
2652,1080300,tt8250830,tvEpisode,Bounty,Bounty,False,2019,41,"Drama,Horror,Thriller",7.9,5173
2653,1059260,tt7721946,movie,Housefull 4,Housefull 4,False,2019,145,"Action,Comedy,Fantasy",3.4,10120
2654,1119996,tt9326572,tvEpisode,Change Your Mind,Change Your Mind,False,2019,44,"Action,Adventure,Animation",9.5,2837
2655,1059258,tt7721800,movie,Bharat,Bharat,False,2019,150,"Action,Comedy,Drama",5.0,18339
2656,1108095,tt9016974,movie,Synchronic,Synchronic,False,2019,102,"Drama,Sci-Fi,Thriller",6.2,11756
2657,1108079,tt9016016,movie,Saint Frances,Saint Frances,False,2019,101,"Comedy,Drama",7.1,3201
2658,1077908,tt8191620,movie,Ravage,Swing Low,False,2019,84,"Horror,Thriller",4.9,1038
2659,1112409,tt9106956,tvEpisode,Little Fear of Lightning,Little Fear of Lightning,False,2019,59,"Action,Drama,Mystery",9.0,6743
2660,1128803,tt9641254,tvEpisode,Crisis on Infinite Earths: Part Three,Crisis on Infinite Earths: Part Three,False,2019,42,"Action,Adventure,Drama",9.0,2722
2661,1109785,tt9053874,tvEpisode,"Rachel, Jack and Ashley Too","Rachel, Jack and Ashley Too",False,2019,67,"Drama,Sci-Fi,Thriller",6.0,32140
2662,1132849,tt9788504,tvEpisode,Helping Hand,Helping Hand,False,2019,10,"Animation,Comedy,Fantasy",7.5,10082
2663,1109023,tt9038682,tvEpisode,The Town Where Everything Began,The Town Where Everything Began,False,2019,24,"Action,Adventure,Animation",9.6,11153
2664,1132955,tt9790722,tvEpisode,Thunder Spears,Thunder Spears,False,2019,24,"Action,Adventure,Animation",9.6,10914
2665,1129474,tt9664012,tvEpisode,Rassvet,Rassvet,False,2019,42,"Crime,Drama,Mystery",9.2,1437
2666,1078243,tt8201404,movie,Little White Lies 2,Nous finirons ensemble,False,2019,134,"Comedy,Drama,Family",6.4,3051
2667,1132846,tt9788498,tvEpisode,Good Hunting,Good Hunting,False,2019,17,"Animation,Comedy,Fantasy",8.1,11703
2668,1132848,tt9788502,tvEpisode,Shape-Shifters,Shape-Shifters,False,2019,16,"Animation,Comedy,Fantasy",7.5,10658
2669,1079956,tt8241872,movie,Vitalina Varela,Vitalina Varela,False,2019,124,Drama,6.9,1654
2670,1132847,tt9788500,tvEpisode,The Dump,The Dump,False,2019,11,"Animation,Comedy,Fantasy",6.3,9984
2671,1132851,tt9788508,tvEpisode,Lucky 13,Lucky 13,False,2019,15,"Animation,Comedy,Fantasy",7.5,9933
2672,1109456,tt9046574,tvMovie,ReMastered: Devil at the Crossroads,ReMastered: Devil at the Crossroads,False,2019,48,"Biography,Documentary",7.0,2283
2673,1109455,tt9046568,tvMovie,ReMastered: The Miami Showband Massacre,ReMastered: The Miami Showband Massacre,False,2019,71,"Crime,Documentary,Music",7.0,1058
2674,1109454,tt9046564,tvMovie,ReMastered: The Two Killings of Sam Cooke,ReMastered: The Two Killings of Sam Cooke,False,2019,74,"Documentary,Music",7.3,1892
2675,1079928,tt8241576,tvEpisode,Do You Know How to Dispose of a Body?,Do You Know How to Dispose of a Body?,False,2019,43,"Action,Adventure,Drama",8.4,2647
2676,1132850,tt9788506,tvEpisode,Fish Night,Fish Night,False,2019,10,"Animation,Comedy,Fantasy",6.4,9782
2677,1112601,tt9110902,movie,Queen Marie of Romania,Queen Marie of Romania,False,2019,110,Drama,7.5,1694
2678,1078242,tt8201352,tvMovie,Elizabeth Is Missing,Elizabeth Is Missing,False,2019,87,"Drama,Mystery",7.6,1769
2679,1079973,tt8242160,movie,4L,4 latas,False,2019,105,"Comedy,Drama",5.9,2742
2680,1132842,tt9788490,tvEpisode,Suits,Suits,False,2019,17,"Animation,Comedy,Fantasy",7.5,11801
2681,1078238,tt8201170,movie,The Perfect Date,The Perfect Date,False,2019,89,"Comedy,Romance",5.8,33717
2682,1078240,tt8201290,tvEpisode,Run Boy Run,Run Boy Run,False,2019,58,"Action,Adventure,Comedy",7.8,4401
2683,1078241,tt8201304,tvEpisode,Extra Ordinary,Extra Ordinary,False,2019,56,"Action,Adventure,Comedy",7.9,4067
2684,1129477,tt9664022,tvEpisode,Anna McMahon (No. 60),Anna McMahon (No. 60),False,2019,41,"Crime,Drama,Mystery",9.0,1083
2685,1132845,tt9788496,tvEpisode,Beyond the Aquila Rift,Beyond the Aquila Rift,False,2019,17,"Animation,Comedy,Fantasy",8.6,14482
2686,1109479,tt9046968,tvEpisode,A.K.A The Double Half-Wappinger,A.K.A The Double Half-Wappinger,False,2019,50,"Action,Crime,Drama",8.2,1425
2687,1129478,tt9664024,tvEpisode,Robert Diaz (No. 15),Robert Diaz (No. 15),False,2019,43,"Crime,Drama,Mystery",9.1,1360
2688,1132843,tt9788492,tvEpisode,Sucker of Souls,Sucker of Souls,False,2019,13,"Animation,Comedy,Fantasy",6.5,10970
2689,1132844,tt9788494,tvEpisode,When the Yogurt Took Over,When the Yogurt Took Over,False,2019,6,"Animation,Comedy,Fantasy",6.9,11676
2690,1112557,tt9109794,movie,Kolaigaran,Kolaigaran,False,2019,109,"Action,Crime,Drama",7.1,1235
2691,1129343,tt9660060,tvEpisode,Breakdown,Breakdown,False,2019,42,Drama,9.1,1088
2692,1129344,tt9660062,tvEpisode,Trampoline,Trampoline,False,2019,43,Drama,9.1,1056
2693,1109250,tt9043252,tvEpisode,Radcliffe,Radcliffe,False,2019,59,"Action,Crime,Drama",8.3,1896
2694,1109249,tt9043250,tvEpisode,Torino,Torino,False,2019,48,"Action,Crime,Drama",8.1,1463
2695,1109248,tt9043248,tvEpisode,Azrael,Azrael,False,2019,41,"Action,Crime,Drama",8.3,1498
2696,1109242,tt9043234,tvEpisode,Matsya,Matsya,False,2019,56,"Action,Crime,Drama",8.3,2068
2697,1109243,tt9043238,tvEpisode,Siduri,Siduri,False,2019,49,"Action,Crime,Drama",8.0,1579
2698,1109244,tt9043240,tvEpisode,Apasmara,Apasmara,False,2019,53,"Action,Crime,Drama",7.7,1482
2699,1109245,tt9043242,tvEpisode,Bardo,Bardo,False,2019,54,"Action,Crime,Drama",7.8,1407
2700,1109247,tt9043246,tvEpisode,Vikarna,Vikarna,False,2019,49,"Action,Crime,Drama",8.2,1431
2701,1129417,tt9663056,tvEpisode,Channel 4,Channel 4,False,2019,46,"Drama,Horror,Sci-Fi",5.6,1809
2702,1129453,tt9663702,movie,The Secret Men Club,The Secret Men Club,False,2019,105,Comedy,6.5,1789
2703,1078262,tt8201650,tvEpisode,An Obol for Charon,An Obol for Charon,False,2019,51,"Action,Adventure,Drama",7.2,3253
2704,1129483,tt9664078,movie,American Son,American Son,False,2019,90,Drama,5.7,6325
2705,1136203,tt9909484,tvEpisode,All About Eve,All About Eve,False,2019,42,"Action,Adventure,Drama",7.5,1014
2706,1078214,tt8200742,movie,Silhouette,Silhouette,False,2019,114,"Drama,Horror,Thriller",4.5,1335
2707,1129122,tt9652782,movie,Bait,Bait,False,2019,89,Drama,7.1,3888
2708,1129125,tt9652794,tvEpisode,You Can't Handle the Booth,You Can't Handle the Booth,False,2019,22,"Animation,Comedy",3.8,1642
2709,1109585,tt9049540,movie,LKG,LKG,False,2019,124,Comedy,6.9,1155
2710,1119413,tt9308178,tvEpisode,Glory of Love,Glory of Love,False,2019,30,"Action,Comedy,Drama",8.3,2372
2711,1112761,tt9116358,movie,Promare,Promare: Puromea,False,2019,111,"Action,Adventure,Animation",7.1,2691
2712,1108549,tt9028762,tvEpisode,"Years, Continents, Bloodshed","Years, Continents, Bloodshed",False,2019,54,"Crime,Drama,Mystery",5.7,1363
2713,1133048,tt9795438,tvEpisode,Chapter 26,Chapter 26,False,2019,46,"Action,Drama,Sci-Fi",8.7,1067
2714,1108758,tt9032888,movie,Good Sam,Good Sam,False,2019,89,Comedy,5.7,2536
2715,1133049,tt9795440,tvEpisode,Chapter 27,Chapter 27,False,2019,52,"Action,Drama,Sci-Fi",8.7,1332
2716,1108845,tt9034290,movie,Turkish Ice-Cream,Türk Isi Dondurma,False,2019,123,"Drama,History,War",6.4,4031
2717,1112615,tt9111408,tvEpisode,An Almost Religious Awe,An Almost Religious Awe,False,2019,58,"Action,Drama,Mystery",9.0,6227
2718,1132982,tt9793334,movie,Athiran,Athiran,False,2019,135,"Mystery,Thriller",6.8,1439
2719,1136118,tt9906260,tvEpisode,Hero,Hero,False,2019,24,"Action,Adventure,Animation",10.0,58265
2720,1112616,tt9111462,tvEpisode,This Extraordinary Being,This Extraordinary Being,False,2019,61,"Action,Drama,Mystery",9.2,7984
2721,1112698,tt9114472,movie,Ice on Fire,Ice on Fire,False,2019,88,Documentary,7.5,1383
2722,1132840,tt9788484,tvEpisode,Three Robots,Three Robots,False,2019,12,"Animation,Comedy,Fantasy",8.0,14233
2723,1132841,tt9788486,tvEpisode,The Witness,The Witness,False,2019,12,"Animation,Comedy,Fantasy",7.8,13525
2724,1108736,tt9032546,tvEpisode,How to Do Life,How to Do Life,False,2019,60,"Comedy,Crime,Drama",8.4,1116
2725,1109528,tt9048786,movie,The Immortal,L'immortale,False,2019,116,"Crime,Drama",6.4,3923
2726,1109545,tt9049042,movie,The Tunnel,Tunnelen,False,2019,105,"Drama,Thriller",6.1,2940
2727,1077468,tt8180482,movie,9,9: Nine,False,2019,149,"Fantasy,Horror,Sci-Fi",6.9,1819
2728,1110287,tt9061402,tvEpisode,Down,Down,False,2019,78,"Drama,Fantasy,Horror",6.5,2038
2729,1106498,tt8976710,movie,Sextuplets,Sextuplets,False,2019,97,Comedy,4.4,7480
2730,1106592,tt8978254,tvEpisode,A.K.A I Wish,A.K.A I Wish,False,2019,53,"Action,Crime,Drama",7.8,1460
2731,1135887,tt9898836,tvEpisode,Perfect Game,Perfect Game,False,2019,24,"Action,Adventure,Animation",9.9,28996
